NCM,Produto,Qtd refs.,Situação (benefício),Dispositivo legal (RICMS-SP),cBenef sugerido,CST provável,"Existe benefício na lei, mas NÃO se aplica a esta venda",Observação
4012090,LEITE FAZENDA DESNATADO 1LT AMARELO,1,Requer confirmação com contador,Isenção só para leite CRU/PASTEURIZADO/REIDRATADO (não UHT longa vida),,00/40,,"Existe isenção (art. 103 e art. 43, Anexo I, cBenef SP011030) para leite cru, pasteurizado tipo A/B/C ou reidratado vendido a consumidor final — mas NÃO para leite UHT ""longa vida"" em caixinha (o mais comum em loja de conveniência), que ficou de fora da cesta básica desde 2011. Confirme com o fornecedor/contador se o leite vendido é UHT (sem benefício) ou pasteurizado fresco (isento)."
4012090,LEITE FAZENDA INTEGRAL AZUL 1L,1,Requer confirmação com contador,Isenção só para leite CRU/PASTEURIZADO/REIDRATADO (não UHT longa vida),,00/40,,"Existe isenção (art. 103 e art. 43, Anexo I, cBenef SP011030) para leite cru, pasteurizado tipo A/B/C ou reidratado vendido a consumidor final — mas NÃO para leite UHT ""longa vida"" em caixinha (o mais comum em loja de conveniência), que ficou de fora da cesta básica desde 2011. Confirme com o fornecedor/contador se o leite vendido é UHT (sem benefício) ou pasteurizado fresco (isento)."
4012090,LEITE FAZENDA MAGRO VERMELHO 1L,1,Requer confirmação com contador,Isenção só para leite CRU/PASTEURIZADO/REIDRATADO (não UHT longa vida),,00/40,,"Existe isenção (art. 103 e art. 43, Anexo I, cBenef SP011030) para leite cru, pasteurizado tipo A/B/C ou reidratado vendido a consumidor final — mas NÃO para leite UHT ""longa vida"" em caixinha (o mais comum em loja de conveniência), que ficou de fora da cesta básica desde 2011. Confirme com o fornecedor/contador se o leite vendido é UHT (sem benefício) ou pasteurizado fresco (isento)."
4012090,LEITE FAZENDA ZERO LACTOSE 1L,1,Requer confirmação com contador,Isenção só para leite CRU/PASTEURIZADO/REIDRATADO (não UHT longa vida),,00/40,,"Existe isenção (art. 103 e art. 43, Anexo I, cBenef SP011030) para leite cru, pasteurizado tipo A/B/C ou reidratado vendido a consumidor final — mas NÃO para leite UHT ""longa vida"" em caixinha (o mais comum em loja de conveniência), que ficou de fora da cesta básica desde 2011. Confirme com o fornecedor/contador se o leite vendido é UHT (sem benefício) ou pasteurizado fresco (isento)."
4015021,CREME DE LEITE NESTLE 200G,2,Requer confirmação com contador,Isenção só para leite CRU/PASTEURIZADO/REIDRATADO (não UHT longa vida),,00/40,,"Existe isenção (art. 103 e art. 43, Anexo I, cBenef SP011030) para leite cru, pasteurizado tipo A/B/C ou reidratado vendido a consumidor final — mas NÃO para leite UHT ""longa vida"" em caixinha (o mais comum em loja de conveniência), que ficou de fora da cesta básica desde 2011. Confirme com o fornecedor/contador se o leite vendido é UHT (sem benefício) ou pasteurizado fresco (isento)."
4015021,CREME DE LEITE PIRACANJUBA 200G,1,Requer confirmação com contador,Isenção só para leite CRU/PASTEURIZADO/REIDRATADO (não UHT longa vida),,00/40,,"Existe isenção (art. 103 e art. 43, Anexo I, cBenef SP011030) para leite cru, pasteurizado tipo A/B/C ou reidratado vendido a consumidor final — mas NÃO para leite UHT ""longa vida"" em caixinha (o mais comum em loja de conveniência), que ficou de fora da cesta básica desde 2011. Confirme com o fornecedor/contador se o leite vendido é UHT (sem benefício) ou pasteurizado fresco (isento)."
4015029,CREME DE LEITE NESTLE 300G,1,Requer confirmação com contador,Isenção só para leite CRU/PASTEURIZADO/REIDRATADO (não UHT longa vida),,00/40,,"Existe isenção (art. 103 e art. 43, Anexo I, cBenef SP011030) para leite cru, pasteurizado tipo A/B/C ou reidratado vendido a consumidor final — mas NÃO para leite UHT ""longa vida"" em caixinha (o mais comum em loja de conveniência), que ficou de fora da cesta básica desde 2011. Confirme com o fornecedor/contador se o leite vendido é UHT (sem benefício) ou pasteurizado fresco (isento)."
4072100,MAT PRIMA OVO GRANDE USO PADARIA,1,Requer confirmação com contador,Possível isenção/diferimento para ovo em estado natural,,-,,"Ovo de galinha in natura pode ter tratamento específico (isenção/diferimento) dependendo da operação; ovo de codorna seco/cozido tem redução expressa (art. 3º, XII, Anexo II). Confirmar dispositivo exato antes de aplicar."
4072100,OVO GRANDE BRANCO BANDEJA C/ 12 UNIDADES,1,Requer confirmação com contador,Possível isenção/diferimento para ovo em estado natural,,-,,"Ovo de galinha in natura pode ter tratamento específico (isenção/diferimento) dependendo da operação; ovo de codorna seco/cozido tem redução expressa (art. 3º, XII, Anexo II). Confirmar dispositivo exato antes de aplicar."
4072100,OVO VILA OVOS VERM 12UN,1,Requer confirmação com contador,Possível isenção/diferimento para ovo em estado natural,,-,,"Ovo de galinha in natura pode ter tratamento específico (isenção/diferimento) dependendo da operação; ovo de codorna seco/cozido tem redução expressa (art. 3º, XII, Anexo II). Confirmar dispositivo exato antes de aplicar."
0,SERVICO DE TELECOMUNICACAO,1,Não é mercadoria (serviço),-,,-,,Serviço de telecomunicação - não se aplica cBenef de mercadoria; ICMS de comunicação tem regras próprias.
12074090,GERGELIM DESCASCADO 1KG,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
12119090,CHA LEAO FUZE CAMOMILA 10G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
12119090,CHA LEAO FUZE HORTELA 10G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
15171000,MARG.RICCA FOLHADA2KG,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
15179090,DESMOLD TINCOL 5L,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
16010000,SALAME ITALIANO FATIADO SADIA 100G,1,Sem benefício identificado,-,,00/60,,"Item deste NCM (ex.: salame) não consta no rol do art. 3º, XXIII."
16023100,PEITO DE PERU KG,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
16023230,NUGGETS FRANGO SADIA 300G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
16029000,BURGUER93 AMERICAN BURGER AMPM 1UN,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
16029000,BURGUER93 CLASSIC CHEDDAR AMPM 1UN,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
16029000,HAMBURGUER SEARA HOT HIT XPICANHA 145G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
16041310,ATUM TUNAPRO SOLIDO GOMES DA COSTA 170G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
16042010,PATE DE ATUM COQUEIRO TRADICIONAL 170G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17021900,CALDA PARA PUDIM ADIMIX 7KG,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17021900,MAT PRIMA CALDA PARA PUDIM KG,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17041000,CHICLETE BRINCLETS OVO DINO 18G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17041000,CHICLETE BUBBALOO SABORES,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17041000,CHICLETE HUEVITOS TORTUGUITA 25G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17041000,DROPS AZEDINHO MAST MORANGO 35G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049010,CHOCOLATE LAKA 20G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049010,CHOCOLATE NESTLE NEGRESCO RECHEADO 90G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049010,CHOCOLATE NESTLE PRESTIGIO CHOCOLATE BRANCO 33G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049010,CHOCOLATE SNICKERS BRANCO 42G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049010,CHOCOLATE TALENTO BRANCO C/ DOCE DE LEITE 85G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049010,CHOCOLATE TALENTO BRANCO CEREAIS E PASSAS 25G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049010,CHOCOLATE TALENTO BRANCO CEREAIS E PASSAS 85G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049010,CHOCOLATE TALENTO CAST CAJU OPERETA 85G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049020,BALA DE GOMA DORI TUBO FRUTAS 32G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049020,BALA FINI BEIJOS MORANGO 35G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049020,BALA FINI BEIJOS MORANGO 80G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049020,BALA FINI DENTADURA 35G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049020,BALA FINI DENTADURA GELATINA 90G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049020,BALA FINI FINIBURGERS 90G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
17049020,BALA FINI GELATINA MORANGO SILVESTRE 80G,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
